id,name,host_id,host_name,host_is_superhost,neighbourhood,room_type,price,minimum_nights,number_of_reviews,review_scores_rating,availability_365,latitude,longitude,calculated_host_listings_count,instant_bookable
10000543,Charming Private room in Friedrichshain,20000161,Host_161,f,Friedrichshain,Private room,71,1,76,4.29,175,52.50361919039044,13.449874899032729,1,t
10000544,Charming Private room in Schöneberg,20000028,Host_28,f,Schöneberg,Private room,42,30,18,4.12,319,52.484083935171775,13.350162264699224,1,t
10000545,Charming Hotel room in Lichtenberg,20000407,Host_407,f,Lichtenberg,Hotel room,97,1,6,3.98,286,52.534861706056944,13.524399665088907,10,f
10000546,Charming Entire home/apt in Friedrichshain,20000442,Host_442,f,Friedrichshain,Entire home/apt,125,3,1,4.46,306,52.50037966483232,13.464302931909296,1,f
10000547,Charming Entire home/apt in Wedding,20000029,Host_29,f,Wedding,Entire home/apt,81,1,45,4.76,104,52.54851429907654,13.352695355497179,4,f
10000548,Charming Entire home/apt in Wedding,20000033,Host_33,f,Wedding,Entire home/apt,79,1,114,4.14,106,52.54180890819366,13.335928675181336,1,t
10000549,Charming Private room in Wedding,20000398,Host_398,t,Wedding,Private room,53,7,60,4.83,196,52.55584517340617,13.327203501613981,1,t
10000550,Charming Entire home/apt in Tempelhof,20000459,Host_459,f,Tempelhof,Entire home/apt,132,2,58,4.68,289,52.456998305983,13.386098969646259,10,f
10000551,Charming Shared room in Prenzlauer Berg,20000326,Host_326,f,Prenzlauer Berg,Shared room,34,5,17,4.16,329,52.530033172966945,13.422449790530349,3,t
10000552,Charming Entire home/apt in Lichtenberg,20000495,Host_495,t,Lichtenberg,Entire home/apt,69,1,93,4.96,178,52.51899294868669,13.47383048401708,1,t
10000553,Charming Entire home/apt in Tempelhof,20000331,Host_331,f,Tempelhof,Entire home/apt,130,7,2,4.39,22,52.46619627518239,13.39689581422199,1,t
10000554,Charming Private room in Steglitz,20000194,Host_194,f,Steglitz,Private room,42,1,11,4.33,229,52.45286747083476,13.29751064128727,1,f
10000555,Charming Entire home/apt in Mitte,20000156,Host_156,t,Mitte,Entire home/apt,230,7,8,4.74,162,52.51365786806315,13.3893088147622,1,f
10000556,Charming Private room in Friedrichshain,20000451,Host_451,f,Friedrichshain,Private room,75,1,13,4.26,252,52.51329253360502,13.417906427734852,1,t
10000557,Charming Entire home/apt in Steglitz,20000223,Host_223,f,Steglitz,Entire home/apt,90,7,7,4.04,174,52.46198572885991,13.326993039152768,1,f
10000558,Charming Private room in Pankow,20000004,Host_4,f,Pankow,Private room,69,2,37,4.22,328,52.56713952503973,13.405148351665494,1,f
10000559,Charming Private room in Schöneberg,20000102,Host_102,f,Schöneberg,Private room,57,1,50,4.35,204,52.471736907526264,13.347248082883796,2,f
10000560,Charming Entire home/apt in Mitte,20000381,Host_381,t,Mitte,Entire home/apt,223,1,48,4.79,263,52.51467827543757,13.410782096056854,1,f
10000561,Charming Private room in Lichtenberg,20000084,Host_84,f,Lichtenberg,Private room,45,1,107,4.51,254,52.54414181016367,13.522042358917078,1,f
10000562,Charming Private room in Schöneberg,20000094,Host_94,f,Schöneberg,Private room,50,1,16,4.19,87,52.50077389901753,13.36543468798695,1,t
10000563,Charming Entire home/apt in Tempelhof,20000020,Host_20,f,Tempelhof,Entire home/apt,98,2,5,3.83,115,52.46675560601787,13.390235330759081,2,t
10000564,Charming Private room in Friedrichshain,20000131,Host_131,t,Friedrichshain,Private room,61,2,1,4.67,112,52.532992510456864,13.466883421949898,1,f
10000565,Charming Entire home/apt in Kreuzberg,20000376,Host_376,f,Kreuzberg,Entire home/apt,102,2,43,3.82,8,52.48714630360041,13.403826408465324,3,t
10000566,Charming Private room in Neukölln,20000320,Host_320,f,Neukölln,Private room,54,2,2,4.61,195,52.47230221967195,13.451458120683464,1,t
10000567,Charming Entire home/apt in Friedrichshain,20000128,Host_128,f,Friedrichshain,Entire home/apt,152,1,20,4.39,339,52.53189188933652,13.47904884172107,1,f
10000568,Charming Private room in Prenzlauer Berg,20000011,Host_11,f,Prenzlauer Berg,Private room,47,1,23,4.77,104,52.538973708657096,13.431280157098204,3,f
10000569,Charming Entire home/apt in Mitte,20000118,Host_118,f,Mitte,Entire home/apt,157,1,11,4.28,220,52.54173710139553,13.37883024639552,1,f
10000570,Charming Entire home/apt in Prenzlauer Berg,20000339,Host_339,f,Prenzlauer Berg,Entire home/apt,133,2,2,4.35,320,52.53725936043296,13.416081987738746,1,f
10000571,Charming Entire home/apt in Mitte,20000225,Host_225,f,Mitte,Entire home/apt,111,2,25,4.11,265,52.510047113332455,13.37016727984092,1,t
10000572,Charming Entire home/apt in Mitte,20000052,Host_52,f,Mitte,Entire home/apt,197,1,9,4.78,103,52.51660154958156,13.391732607720089,1,f
10000573,Charming Private room in Friedrichshain,20000375,Host_375,f,Friedrichshain,Private room,63,7,45,4.03,66,52.51352901647805,13.424393524285763,1,t
10000574,Charming Private room in Steglitz,20000308,Host_308,f,Steglitz,Private room,35,2,74,4.25,221,52.46439531469589,13.348097677004915,2,t
10000575,Charming Entire home/apt in Lichtenberg,20000057,Host_57,f,Lichtenberg,Entire home/apt,89,3,0,,234,52.53549166776478,13.50943508461453,2,f
10000576,Charming Private room in Wedding,20000327,Host_327,f,Wedding,Private room,46,3,8,4.29,352,52.542695098936676,13.372972366577365,1,f
10000577,Charming Entire home/apt in Neukölln,20000412,Host_412,f,Neukölln,Entire home/apt,83,3,11,4.61,25,52.484263965554874,13.453607741194224,2,f
10000578,Charming Private room in Lichtenberg,20000435,Host_435,f,Lichtenberg,Private room,37,5,59,4.18,148,52.52277443882005,13.51132246853832,1,t
10000579,Charming Entire home/apt in Pankow,20000026,Host_26,f,Pankow,Entire home/apt,145,1,13,4.33,322,52.54637182940951,13.387688167217249,1,t
10000580,Charming Entire home/apt in Pankow,20000433,Host_433,f,Pankow,Entire home/apt,86,3,27,3.94,306,52.56248885739775,13.444564958865046,1,t
10000581,Charming Entire home/apt in Wedding,20000339,Host_339,f,Wedding,Entire home/apt,77,3,19,4.84,22,52.547652201420945,13.367375032480144,1,f
10000582,Charming Private room in Lichtenberg,20000038,Host_38,f,Lichtenberg,Private room,56,7,9,3.94,364,52.549410288091906,13.514359407681152,4,t
10000583,Charming Entire home/apt in Friedrichshain,20000221,Host_221,f,Friedrichshain,Entire home/apt,89,3,11,4.78,155,52.49608606546808,13.466568767806585,1,f
10000584,Charming Private room in Tempelhof,20000439,Host_439,t,Tempelhof,Private room,42,2,11,4.62,90,52.476602152727175,13.381935177668897,1,f
10000585,Charming Private room in Tempelhof,20000065,Host_65,f,Tempelhof,Private room,45,2,1,3.85,239,52.461623143404985,13.391664182524789,3,f
10000586,Charming Private room in Neukölln,20000459,Host_459,f,Neukölln,Private room,34,1,20,4.29,324,52.463863570309314,13.421466056684737,1,t
10000587,Charming Entire home/apt in Wedding,20000064,Host_64,t,Wedding,Entire home/apt,104,2,29,4.62,58,52.546308982516514,13.370740686235607,3,f
10000588,Charming Shared room in Mitte,20000297,Host_297,f,Mitte,Shared room,47,1,36,4.45,130,52.50026344490604,13.415209525025407,1,f
10000589,Charming Entire home/apt in Tempelhof,20000413,Host_413,f,Tempelhof,Entire home/apt,129,1,85,4.72,56,52.46184214729031,13.370265926179291,1,t
10000590,Charming Entire home/apt in Mitte,20000293,Host_293,f,Mitte,Entire home/apt,214,1,37,4.29,87,52.51018674063483,13.383927745841087,2,t
10000591,Charming Private room in Kreuzberg,20000382,Host_382,f,Kreuzberg,Private room,52,2,8,4.75,236,52.49285203582396,13.382550496602168,1,t
10000592,Charming Entire home/apt in Schöneberg,20000341,Host_341,f,Schöneberg,Entire home/apt,111,1,4,4.48,116,52.494995632241654,13.35083283646167,1,f
10000593,Charming Entire home/apt in Kreuzberg,20000037,Host_37,f,Kreuzberg,Entire home/apt,155,30,102,4.02,57,52.529582994340714,13.387927372929529,1,t
10000594,Charming Entire home/apt in Charlottenburg,20000428,Host_428,f,Charlottenburg,Entire home/apt,181,2,3,4.56,105,52.522028788238416,13.28128172063687,1,t
10000595,Charming Entire home/apt in Mitte,20000170,Host_170,f,Mitte,Entire home/apt,171,1,19,3.99,337,52.52053212197104,13.392687099697556,2,f
10000596,Charming Entire home/apt in Mitte,20000242,Host_242,f,Mitte,Entire home/apt,127,2,28,4.61,274,52.53302344723396,13.391665595109435,1,t
10000597,Charming Entire home/apt in Prenzlauer Berg,20000107,Host_107,f,Prenzlauer Berg,Entire home/apt,140,2,25,4.35,215,52.53044409347363,13.427246112039604,1,f
10000598,Charming Private room in Steglitz,20000090,Host_90,f,Steglitz,Private room,59,1,7,3.93,319,52.43850223145179,13.323993134904958,1,f
10000599,Charming Private room in Kreuzberg,20000028,Host_28,f,Kreuzberg,Private room,46,5,42,4.04,319,52.51158697400317,13.430763751040587,1,t
10000600,Charming Entire home/apt in Kreuzberg,20000492,Host_492,f,Kreuzberg,Entire home/apt,99,2,2,3.95,218,52.49202865037722,13.381334216441527,4,f
10000601,Charming Entire home/apt in Schöneberg,20000471,Host_471,f,Schöneberg,Entire home/apt,148,2,39,4.35,28,52.48559776519231,13.345081430909108,10,f
10000602,Charming Entire home/apt in Neukölln,20000449,Host_449,f,Neukölln,Entire home/apt,121,1,16,4.22,54,52.479571334146584,13.409663313190437,2,f
10000603,Charming Private room in Neukölln,20000161,Host_161,f,Neukölln,Private room,36,2,0,,186,52.49795479629384,13.445561131568923,1,t
10000604,Charming Private room in Mitte,20000412,Host_412,t,Mitte,Private room,111,7,68,4.88,150,52.52175453398629,13.4081744064405,1,f
10000605,Charming Private room in Mitte,20000312,Host_312,f,Mitte,Private room,83,3,4,3.94,121,52.51601493082118,13.412292568621988,4,t
10000606,Charming Private room in Mitte,20000054,Host_54,f,Mitte,Private room,69,1,54,3.86,114,52.52253706719492,13.391541176087527,1,f
10000607,Charming Private room in Kreuzberg,20000016,Host_16,f,Kreuzberg,Private room,62,1,16,4.72,202,52.489023681525204,13.406001498518599,1,f
10000608,Charming Entire home/apt in Friedrichshain,20000085,Host_85,f,Friedrichshain,Entire home/apt,156,3,18,4.62,220,52.518836491449186,13.45968471035783,1,f
10000609,Charming Entire home/apt in Friedrichshain,20000486,Host_486,f,Friedrichshain,Entire home/apt,138,2,34,4.29,172,52.51756957438184,13.455763725209929,1,f
10000610,Charming Entire home/apt in Kreuzberg,20000480,Host_480,f,Kreuzberg,Entire home/apt,122,1,62,4.1,187,52.484130987091916,13.410680641872974,1,t
10000611,Charming Private room in Mitte,20000468,Host_468,f,Mitte,Private room,103,3,38,4.23,264,52.52292951833519,13.38697617717789,1,f
10000612,Charming Private room in Pankow,20000428,Host_428,f,Pankow,Private room,53,7,1,4.74,176,52.57492037423382,13.39446879201832,1,f
10000613,Charming Entire home/apt in Wedding,20000445,Host_445,f,Wedding,Entire home/apt,102,1,38,4.01,335,52.54011693224709,13.367781895261775,3,f
10000614,Charming Entire home/apt in Tempelhof,20000334,Host_334,f,Tempelhof,Entire home/apt,112,1,91,4.86,268,52.462820472540145,13.404352558819955,2,f
10000615,Charming Private room in Mitte,20000169,Host_169,f,Mitte,Private room,77,5,48,4.34,16,52.54178562173992,13.407915001950073,1,f
10000616,Charming Private room in Schöneberg,20000197,Host_197,f,Schöneberg,Private room,77,1,15,4.03,85,52.483723545608164,13.334440160957818,1,f
10000617,Charming Entire home/apt in Friedrichshain,20000100,Host_100,f,Friedrichshain,Entire home/apt,89,3,48,4.63,259,52.50785503908697,13.456300171514032,1,f
10000618,Charming Entire home/apt in Schöneberg,20000041,Host_41,f,Schöneberg,Entire home/apt,103,2,1,4.6,265,52.48953537844984,13.357680103654733,3,t
10000619,Charming Entire home/apt in Pankow,20000077,Host_77,t,Pankow,Entire home/apt,141,7,2,4.62,130,52.58656050304052,13.4439907490672,1,f
10000620,Charming Private room in Schöneberg,20000015,Host_15,f,Schöneberg,Private room,67,2,46,3.96,258,52.47438225352987,13.34232621174771,1,f
10000621,Charming Private room in Wedding,20000425,Host_425,f,Wedding,Private room,29,1,28,4.56,338,52.54723566481494,13.367257801044461,1,f
10000622,Charming Entire home/apt in Tempelhof,20000211,Host_211,t,Tempelhof,Entire home/apt,109,1,107,4.69,217,52.462848883522994,13.380904435714193,1,f
10000623,Charming Entire home/apt in Kreuzberg,20000435,Host_435,f,Kreuzberg,Entire home/apt,125,3,21,4.69,85,52.50606173638079,13.393551596499918,1,t
10000624,Charming Private room in Neukölln,20000346,Host_346,f,Neukölln,Private room,50,1,39,3.95,222,52.48809773426445,13.476349592155088,1,f
10000625,Charming Private room in Friedrichshain,20000425,Host_425,f,Friedrichshain,Private room,48,2,4,4.27,169,52.50631153921682,13.469956609756784,1,t
10000626,Charming Entire home/apt in Prenzlauer Berg,20000445,Host_445,f,Prenzlauer Berg,Entire home/apt,129,3,37,4.49,287,52.54532262464454,13.403211359180768,2,f
10000627,Charming Entire home/apt in Neukölln,20000269,Host_269,f,Neukölln,Entire home/apt,84,1,14,4.68,162,52.47096150272969,13.447521245839651,1,f
10000628,Charming Entire home/apt in Tempelhof,20000198,Host_198,t,Tempelhof,Entire home/apt,105,5,24,4.87,32,52.450004386650974,13.399339589903368,1,f
10000629,Charming Entire home/apt in Steglitz,20000308,Host_308,f,Steglitz,Entire home/apt,71,30,13,3.93,356,52.450069702903974,13.308539083425345,10,t
10000630,Charming Private room in Kreuzberg,20000018,Host_18,f,Kreuzberg,Private room,65,2,15,4.45,352,52.49380714010536,13.369687923468522,1,t
10000631,Charming Entire home/apt in Mitte,20000191,Host_191,f,Mitte,Entire home/apt,199,5,7,4.28,323,52.53784450209609,13.41009631308187,1,t
10000632,Charming Private room in Neukölln,20000114,Host_114,f,Neukölln,Private room,44,5,29,4.28,162,52.50338353161771,13.420915687780468,1,f
10000633,Charming Private room in Kreuzberg,20000205,Host_205,f,Kreuzberg,Private room,66,1,29,4.25,231,52.485821516829375,13.402979174951145,1,t
10000634,Charming Entire home/apt in Wedding,20000378,Host_378,f,Wedding,Entire home/apt,54,3,1,4.83,2,52.544577387478874,13.343542845255568,1,f
10000635,Charming Entire home/apt in Friedrichshain,20000221,Host_221,f,Friedrichshain,Entire home/apt,145,1,25,4.42,204,52.509600612922185,13.433948121211882,2,t
10000636,Charming Entire home/apt in Charlottenburg,20000107,Host_107,f,Charlottenburg,Entire home/apt,176,2,23,4.73,357,52.5049407747071,13.288946684891254,1,t
10000637,Charming Private room in Mitte,20000308,Host_308,f,Mitte,Private room,56,30,4,4.68,214,52.51275231541755,13.391869594583728,1,f
10000638,Charming Private room in Kreuzberg,20000184,Host_184,f,Kreuzberg,Private room,78,2,22,4.51,357,52.51690333195309,13.381444854350843,1,f
10000639,Charming Private room in Schöneberg,20000416,Host_416,t,Schöneberg,Private room,76,2,14,4.71,18,52.47605093236072,13.357766824641267,1,f
10000640,Charming Private room in Pankow,20000454,Host_454,f,Pankow,Private room,42,1,5,4.49,310,52.58279764133946,13.382021854937872,1,t
10000641,Charming Private room in Pankow,20000147,Host_147,t,Pankow,Private room,75,30,9,4.91,220,52.57460911983808,13.409668993312259,1,f
10000642,Charming Entire home/apt in Charlottenburg,20000128,Host_128,f,Charlottenburg,Entire home/apt,106,1,0,,121,52.52224077074458,13.29590836667222,1,t
10000643,Charming Entire home/apt in Tempelhof,20000377,Host_377,f,Tempelhof,Entire home/apt,83,2,8,4.28,268,52.47299871515954,13.401183848601349,2,f
10000644,Charming Private room in Tempelhof,20000438,Host_438,f,Tempelhof,Private room,53,7,34,4.09,342,52.46948847609468,13.389757922783419,3,t
10000645,Charming Private room in Lichtenberg,20000158,Host_158,f,Lichtenberg,Private room,36,2,1,4.72,259,52.51282657525859,13.521176867085,2,t
10000646,Charming Entire home/apt in Schöneberg,20000236,Host_236,f,Schöneberg,Entire home/apt,135,1,10,4.17,28,52.491554507782666,13.340970087882337,1,f
10000647,Charming Private room in Pankow,20000162,Host_162,f,Pankow,Private room,68,5,52,4.1,9,52.553318015702494,13.423483935062682,1,t
10000648,Charming Entire home/apt in Prenzlauer Berg,20000449,Host_449,f,Prenzlauer Berg,Entire home/apt,137,3,20,3.92,56,52.54843901795799,13.430967551740528,4,f
10000649,Charming Entire home/apt in Kreuzberg,20000333,Host_333,f,Kreuzberg,Entire home/apt,136,2,10,4.84,250,52.486905193707976,13.380985448372952,4,t
10000650,Charming Entire home/apt in Mitte,20000066,Host_66,f,Mitte,Entire home/apt,121,3,2,4.16,40,52.514881975339954,13.413458761046572,1,f
10000651,Charming Entire home/apt in Wedding,20000335,Host_335,f,Wedding,Entire home/apt,65,1,40,4.53,96,52.53030701696963,13.357777096879262,1,f
10000652,Charming Entire home/apt in Neukölln,20000336,Host_336,f,Neukölln,Entire home/apt,72,1,85,4.25,187,52.46800093683789,13.425788223887892,1,f
10000653,Charming Private room in Steglitz,20000235,Host_235,f,Steglitz,Private room,51,1,23,4.62,244,52.452648291009076,13.319702216545691,1,t
10000654,Charming Private room in Mitte,20000438,Host_438,f,Mitte,Private room,70,3,31,4.67,84,52.499326851132764,13.401830535744423,1,f
10000655,Charming Private room in Lichtenberg,20000281,Host_281,f,Lichtenberg,Private room,57,1,40,3.87,323,52.5396762593013,13.495911814789098,1,f
10000656,Charming Entire home/apt in Wedding,20000411,Host_411,f,Wedding,Entire home/apt,83,3,4,4.14,186,52.53252102515742,13.337080635856887,1,t
10000657,Charming Private room in Friedrichshain,20000307,Host_307,f,Friedrichshain,Private room,57,2,53,4.86,225,52.509494129329994,13.46164533846837,1,f
10000658,Charming Entire home/apt in Schöneberg,20000081,Host_81,f,Schöneberg,Entire home/apt,97,2,84,4.88,50,52.49743003950727,13.368491062713938,1,t
10000659,Charming Entire home/apt in Tempelhof,20000175,Host_175,t,Tempelhof,Entire home/apt,100,1,5,4.88,209,52.44937517074407,13.387625022917787,1,t
10000660,Charming Entire home/apt in Pankow,20000464,Host_464,f,Pankow,Entire home/apt,141,1,18,4.65,0,52.58710898675789,13.412169582443696,1,t
10000661,Charming Entire home/apt in Schöneberg,20000266,Host_266,f,Schöneberg,Entire home/apt,122,1,12,4.61,57,52.461388201174195,13.365200017524117,2,t
10000662,Charming Shared room in Mitte,20000365,Host_365,f,Mitte,Shared room,54,2,0,,343,52.522949857678896,13.387022623937188,1,f
10000663,Charming Private room in Charlottenburg,20000093,Host_93,t,Charlottenburg,Private room,62,3,39,4.61,317,52.5253799394148,13.303553184277476,1,f
10000664,Charming Entire home/apt in Kreuzberg,20000293,Host_293,f,Kreuzberg,Entire home/apt,174,2,55,3.89,158,52.5092537627226,13.387929317265833,1,f
10000665,Charming Private room in Wedding,20000415,Host_415,f,Wedding,Private room,45,1,3,3.88,201,52.537867797699384,13.381369415981158,3,f
10000666,Charming Entire home/apt in Mitte,20000330,Host_330,f,Mitte,Entire home/apt,213,5,13,4.45,138,52.51651842603183,13.403876101658224,1,f
10000667,Charming Private room in Charlottenburg,20000298,Host_298,t,Charlottenburg,Private room,88,1,61,4.92,136,52.521589286485714,13.300500634857906,1,t
10000668,Charming Private room in Steglitz,20000005,Host_5,t,Steglitz,Private room,69,2,68,4.98,251,52.46524357788206,13.331421951979765,1,f
10000669,Charming Private room in Lichtenberg,20000475,Host_475,t,Lichtenberg,Private room,39,2,42,4.82,39,52.537868494019364,13.47601518613502,1,f
10000670,Charming Entire home/apt in Charlottenburg,20000454,Host_454,f,Charlottenburg,Entire home/apt,190,2,21,4.66,106,52.529984025460365,13.288523463227778,1,t
10000671,Charming Entire home/apt in Charlottenburg,20000464,Host_464,f,Charlottenburg,Entire home/apt,140,7,62,4.34,80,52.521980880162076,13.299362932381545,1,t
10000672,Charming Entire home/apt in Neukölln,20000235,Host_235,f,Neukölln,Entire home/apt,103,3,36,4.86,336,52.47690251293464,13.450264553881805,1,t
10000673,Charming Entire home/apt in Tempelhof,20000065,Host_65,f,Tempelhof,Entire home/apt,80,1,29,4.27,17,52.46894048140686,13.409159458898865,1,f
10000674,Charming Entire home/apt in Steglitz,20000343,Host_343,f,Steglitz,Entire home/apt,93,7,50,4.87,82,52.46998148773195,13.336969169711464,1,f
10000675,Charming Private room in Pankow,20000251,Host_251,f,Pankow,Private room,55,7,30,4.39,230,52.58016347532435,13.3998386799934,2,f
10000676,Charming Entire home/apt in Schöneberg,20000037,Host_37,f,Schöneberg,Entire home/apt,156,3,50,4.85,251,52.48214261667219,13.348932123795395,1,t
10000677,Charming Private room in Charlottenburg,20000425,Host_425,t,Charlottenburg,Private room,76,3,10,4.88,76,52.53833490529766,13.286645679372945,1,t
10000678,Charming Private room in Charlottenburg,20000255,Host_255,f,Charlottenburg,Private room,69,1,8,4.52,280,52.51182884668432,13.292977923330012,1,f
10000679,Charming Entire home/apt in Pankow,20000225,Host_225,f,Pankow,Entire home/apt,139,2,45,4.81,55,52.5581692187157,13.390331082730398,1,t
10000680,Charming Private room in Pankow,20000088,Host_88,f,Pankow,Private room,56,2,107,3.91,154,52.57741772163593,13.418920719027192,1,f
10000681,Charming Private room in Prenzlauer Berg,20000311,Host_311,f,Prenzlauer Berg,Private room,70,3,5,4.23,300,52.54330825600635,13.428911187413345,1,f
10000682,Charming Entire home/apt in Lichtenberg,20000015,Host_15,f,Lichtenberg,Entire home/apt,72,1,58,3.95,244,52.529617018229416,13.509118145899297,4,t
10000683,Charming Entire home/apt in Pankow,20000244,Host_244,f,Pankow,Entire home/apt,104,1,11,4.87,220,52.55639686417041,13.40536222616939,1,f
10000684,Charming Private room in Neukölln,20000273,Host_273,f,Neukölln,Private room,33,1,18,4.33,98,52.47974725829275,13.45006362500368,1,f
10000685,Charming Entire home/apt in Schöneberg,20000179,Host_179,f,Schöneberg,Entire home/apt,80,2,53,4.55,24,52.47960630374828,13.332854360245731,3,t
10000686,Charming Entire home/apt in Charlottenburg,20000433,Host_433,f,Charlottenburg,Entire home/apt,184,2,73,4.44,196,52.49616710852161,13.300512372981057,1,f
10000687,Charming Private room in Neukölln,20000232,Host_232,f,Neukölln,Private room,35,7,112,4.19,48,52.48606034722462,13.442923948870456,1,t
10000688,Charming Private room in Wedding,20000492,Host_492,f,Wedding,Private room,31,5,37,4.77,362,52.56415713051016,13.367263311615202,1,t
10000689,Charming Entire home/apt in Lichtenberg,20000260,Host_260,f,Lichtenberg,Entire home/apt,75,30,10,4.16,107,52.51959851257396,13.503219404629872,1,t
10000690,Charming Entire home/apt in Kreuzberg,20000026,Host_26,t,Kreuzberg,Entire home/apt,142,5,50,4.81,174,52.495954541012956,13.397286399791394,1,t
10000691,Charming Entire home/apt in Lichtenberg,20000102,Host_102,f,Lichtenberg,Entire home/apt,58,2,48,4.71,327,52.530469756168586,13.497560475420977,1,t
10000692,Charming Entire home/apt in Pankow,20000399,Host_399,t,Pankow,Entire home/apt,154,30,3,4.69,71,52.57762153105684,13.407060546640599,10,f
10000693,Charming Private room in Charlottenburg,20000029,Host_29,t,Charlottenburg,Private room,98,3,14,4.7,274,52.51814220126062,13.294195280726216,1,t
10000694,Charming Entire home/apt in Kreuzberg,20000477,Host_477,t,Kreuzberg,Entire home/apt,155,2,61,4.77,100,52.50397585307044,13.400095025078555,1,f
10000695,Charming Entire home/apt in Charlottenburg,20000497,Host_497,f,Charlottenburg,Entire home/apt,161,3,113,4.35,225,52.517299163430785,13.304444573729526,1,t
10000696,Charming Entire home/apt in Wedding,20000448,Host_448,f,Wedding,Entire home/apt,80,2,28,4.58,270,52.53045463961897,13.337782814130673,1,t
10000697,Charming Entire home/apt in Wedding,20000467,Host_467,f,Wedding,Entire home/apt,63,2,31,3.96,146,52.57970869690463,13.372036104789728,1,t
10000698,Charming Entire home/apt in Mitte,20000333,Host_333,f,Mitte,Entire home/apt,117,1,7,4.27,295,52.52928090610991,13.378442782933359,2,t
10000699,Charming Private room in Mitte,20000156,Host_156,f,Mitte,Private room,76,2,15,4.49,101,52.51402508984297,13.40246010097249,1,t
10000700,Charming Private room in Neukölln,20000165,Host_165,f,Neukölln,Private room,41,2,19,4.78,32,52.48251407390625,13.430609718115372,1,t
10000701,Charming Private room in Mitte,20000368,Host_368,f,Mitte,Private room,104,3,34,4.53,151,52.53155927801882,13.420781602337119,1,t
10000702,Charming Entire home/apt in Wedding,20000013,Host_13,t,Wedding,Entire home/apt,117,1,2,4.64,212,52.547091740439676,13.33559032408079,1,t
10000703,Charming Entire home/apt in Prenzlauer Berg,20000302,Host_302,f,Prenzlauer Berg,Entire home/apt,179,3,48,4.02,333,52.55433232563695,13.43091477510243,2,t
10000704,Charming Private room in Pankow,20000067,Host_67,f,Pankow,Private room,40,3,10,4.07,234,52.56353981925236,13.425591085233288,2,f
10000705,Charming Entire home/apt in Tempelhof,20000077,Host_77,f,Tempelhof,Entire home/apt,106,2,103,3.94,345,52.458517859851504,13.375245012646776,1,t
10000706,Charming Entire home/apt in Wedding,20000270,Host_270,f,Wedding,Entire home/apt,77,2,0,,105,52.54437026006732,13.374856941365126,1,t
10000707,Charming Entire home/apt in Mitte,20000352,Host_352,f,Mitte,Entire home/apt,142,1,24,4.33,57,52.543292531241065,13.40752614014909,1,f
10000708,Charming Private room in Schöneberg,20000232,Host_232,f,Schöneberg,Private room,40,1,7,4.24,154,52.479230078142095,13.3675573057505,1,f
10000709,Charming Entire home/apt in Charlottenburg,20000033,Host_33,f,Charlottenburg,Entire home/apt,121,2,12,4.86,214,52.50799406506927,13.309935183776663,3,t
10000710,Charming Entire home/apt in Neukölln,20000203,Host_203,f,Neukölln,Entire home/apt,105,1,52,4.53,332,52.48380884025139,13.452269337828067,1,f
10000711,Charming Entire home/apt in Prenzlauer Berg,20000305,Host_305,f,Prenzlauer Berg,Entire home/apt,104,1,25,4.89,31,52.538762526991384,13.422053643666457,1,f
10000712,Charming Entire home/apt in Mitte,20000342,Host_342,f,Mitte,Entire home/apt,130,1,29,4.48,250,52.51812966371126,13.434320667958918,2,f
10000713,Charming Entire home/apt in Lichtenberg,20000374,Host_374,f,Lichtenberg,Entire home/apt,96,1,87,3.95,174,52.52512095107091,13.532138107315296,1,f
10000714,Charming Private room in Lichtenberg,20000250,Host_250,t,Lichtenberg,Private room,62,5,27,4.74,229,52.536394204862084,13.50010670339293,1,t
10000715,Charming Private room in Friedrichshain,20000260,Host_260,t,Friedrichshain,Private room,59,2,24,4.62,160,52.50325278418791,13.44833923967541,1,f
10000716,Charming Entire home/apt in Lichtenberg,20000441,Host_441,t,Lichtenberg,Entire home/apt,121,2,4,4.66,49,52.532002305054235,13.504930746014587,1,f
10000717,Charming Shared room in Pankow,20000270,Host_270,f,Pankow,Shared room,33,3,4,4.75,314,52.56641454630487,13.405664131161101,1,f
10000718,Charming Entire home/apt in Wedding,20000166,Host_166,f,Wedding,Entire home/apt,106,1,9,3.99,62,52.538530586027704,13.364837569904347,1,t
10000719,Charming Entire home/apt in Pankow,20000180,Host_180,t,Pankow,Entire home/apt,112,5,92,4.72,178,52.553185800016614,13.38821443135227,2,f
10000720,Charming Entire home/apt in Mitte,20000028,Host_28,f,Mitte,Entire home/apt,168,1,13,4.51,132,52.527979752545825,13.396673361581074,1,t
10000721,Charming Entire home/apt in Lichtenberg,20000252,Host_252,f,Lichtenberg,Entire home/apt,97,2,46,4.43,362,52.52959633303239,13.506089235193945,1,f
10000722,Charming Private room in Friedrichshain,20000271,Host_271,f,Friedrichshain,Private room,70,1,10,4.64,207,52.52017743321951,13.440708123262796,1,f
10000723,Charming Entire home/apt in Kreuzberg,20000012,Host_12,f,Kreuzberg,Entire home/apt,118,2,12,4.37,340,52.48348212854032,13.399824560085456,2,t
10000724,Charming Entire home/apt in Charlottenburg,20000180,Host_180,f,Charlottenburg,Entire home/apt,150,2,6,3.93,160,52.524117832734014,13.300321212362201,1,t
10000725,Charming Entire home/apt in Mitte,20000057,Host_57,f,Mitte,Entire home/apt,195,1,37,4.1,50,52.51779981972341,13.40308889691415,1,f
